date,symbol,interval,open,high,low,close,volume,PCH,PCL,LLPC,HHPC
2000-09-11,HDFC.NS,D,53.500001,54.000001,52.510001,52.945001,442979.9934,54.800001,52.100001,48.150001,52.900001
2000-09-12,HDFC.NS,D,52.500001,52.500001,51.570001,52.065001,850409.9873,54.800001,52.350001,48.150001,54.800001
2000-09-13,HDFC.NS,D,51.700001,51.795001,50.400001,50.600001,240829.9964,54.600001,51.570001,48.150001,54.800001
2000-09-14,HDFC.NS,D,50.700001,51.600001,50.400001,51.355001,743079.9889,54.600001,50.400001,48.150001,54.800001
2000-09-15,HDFC.NS,D,51.400001,51.500001,50.500001,50.750001,163939.9976,54.590001,50.400001,48.150001,54.800001
2000-09-18,HDFC.NS,D,50.135001,50.500001,49.130001,49.955001,311909.9954,54.000001,50.400001,48.150001,54.800001
2000-09-19,HDFC.NS,D,49.500001,50.600001,49.500001,50.205001,822149.9877,52.500001,49.130001,48.150001,54.800001
2000-09-20,HDFC.NS,D,51.500001,51.500001,49.500001,50.000001,933439.9861,51.795001,49.130001,48.150001,54.800001
2000-09-21,HDFC.NS,D,50.490001,51.500001,49.600001,49.970001,90339.99865,51.600001,49.130001,48.150001,54.800001
2000-09-22,HDFC.NS,D,49.600001,49.600001,46.000001,48.100001,932829.9861,51.500001,49.130001,48.150001,54.800001
2000-09-25,HDFC.NS,D,47.700001,48.200001,47.110001000000004,47.495001,588139.9912,51.500001,46.000001,48.150001,54.800001
2000-09-26,HDFC.NS,D,46.505001,47.400001,43.880001,44.515001,932809.9861,51.500001,46.000001,48.150001,54.800001
2000-09-27,HDFC.NS,D,44.700001,44.700001,41.100001,42.655001,1974959.971,51.500001,43.880001,48.150001,54.800001
2000-09-28,HDFC.NS,D,43.000001,45.515001,42.500001,44.105001,1377579.979,51.500001,41.100001,48.150001,54.800001
2000-09-29,HDFC.NS,D,44.485001000000004,44.590001,43.200001,43.785001,516419.9923,49.600001,41.100001,48.150001,54.800001
2000-10-03,HDFC.NS,D,43.700001,44.190001,43.000001,43.390001,513369.9924,48.200001,41.100001,48.150001,54.800001
2000-10-04,HDFC.NS,D,44.000001,44.800001,43.700001,43.900001,429979.9936,47.400001,41.100001,48.150001,54.800001
2000-10-05,HDFC.NS,D,44.275001,44.300001,43.800001,43.900001,185869.9972,45.515001,41.100001,48.150001,54.800001
2000-10-06,HDFC.NS,D,44.100001,45.100001,43.425001,44.945001,328169.9951,45.515001,42.500001,48.150001,54.800001
2000-10-09,HDFC.NS,D,44.600001,45.290001000000004,44.300001,44.925001,263579.9961,45.100001,43.000001,43.000001,54.800001
2000-10-10,HDFC.NS,D,44.800001,45.875001,44.800001,45.595001,311689.9954,45.290001000000004,43.000001,43.000001,54.800001
2000-10-11,HDFC.NS,D,45.000001,45.500001,44.005001,44.860001000000004,270829.99600000004,45.875001,43.425001,43.000001,54.800001
2000-10-12,HDFC.NS,D,44.500001,45.125001,44.105001,44.965001,137899.9979,45.875001,43.425001,43.000001,54.800001
2000-10-13,HDFC.NS,D,44.500001,45.400001,44.250001,45.000001,334419.995,45.875001,43.425001,43.000001,54.800001
2000-10-16,HDFC.NS,D,45.390001,46.990001,42.700001,45.085001,735209.9890000001,45.875001,44.005001,43.000001,45.875001
2000-10-17,HDFC.NS,D,44.405001,46.500001,43.500001,45.880001,459169.9932,46.990001,42.700001,43.000001,45.875001
2000-10-18,HDFC.NS,D,46.100001,46.455001,44.010001,45.875001,702599.9895,46.990001,42.700001,43.000001,45.875001
2000-10-19,HDFC.NS,D,45.670001,48.000001,45.315001,47.740001,622589.9907,46.990001,42.700001,42.700001,45.875001
2000-10-20,HDFC.NS,D,48.500001,48.800001,46.500001,46.975001,449839.9933,48.000001,42.700001,42.700001,45.875001
2000-10-23,HDFC.NS,D,46.900001,47.200001,46.310001,46.465001,456109.9932,48.800001,42.700001,42.700001,45.875001
2000-10-24,HDFC.NS,D,46.200001,46.700001,45.310001,45.735001000000004,429669.9936,48.800001,43.500001,42.700001,45.875001
2000-10-25,HDFC.NS,D,45.800001,46.480001,45.700001,46.220001,542709.9919,48.800001,44.010001,42.700001,45.875001
2000-10-26,HDFC.NS,D,46.500001,46.890001,45.755001,46.130001,71089.99893999999,48.800001,45.310001,42.700001,45.875001
2000-10-27,HDFC.NS,D,45.800001,46.800001,45.800001,46.410001,101089.9985,48.800001,45.310001,42.700001,45.875001
2000-10-30,HDFC.NS,D,46.200001,47.280001,45.500001,47.145001,265579.99600000004,47.200001,45.310001,42.700001,45.875001
2000-10-31,HDFC.NS,D,46.900001,47.300001,46.610001000000004,47.025001,416759.9938,47.280001,45.310001,42.700001,45.875001
2000-11-01,HDFC.NS,D,47.770001,48.490001,46.615001,48.000001,569089.9915,47.300001,45.500001,42.700001,45.875001
2000-11-02,HDFC.NS,D,47.100001,49.550001,47.100001,48.985001000000004,798889.9881,48.490001,45.500001,42.700001,45.875001
2000-11-03,HDFC.NS,D,48.900001,50.000001,48.300001,48.850001,429729.9936,49.550001,45.500001,42.700001,45.875001
2000-11-06,HDFC.NS,D,48.500001,49.600001,48.210001,48.290001000000004,113439.9983,50.000001,45.500001,42.700001,45.875001
2000-11-07,HDFC.NS,D,48.205001,48.990001,48.030001,48.560001,226899.9966,50.000001,46.610001000000004,42.700001,45.875001
2000-11-08,HDFC.NS,D,48.600001,50.000001,48.600001,48.900001,284209.9958,50.000001,46.615001,42.700001,45.875001
2000-11-09,HDFC.NS,D,48.790001000000004,48.975001,48.430001000000004,48.820001,145709.9978,50.000001,47.100001,42.700001,45.875001
2000-11-10,HDFC.NS,D,48.980001,50.290001000000004,48.560001,49.685001,981079.9854,50.000001,48.030001,42.700001,45.875001
2000-11-13,HDFC.NS,D,49.500001,51.500001,49.005001,50.805001000000004,767069.9886,50.290001000000004,48.030001,42.700001,45.875001
2000-11-14,HDFC.NS,D,50.950001,51.800001,49.500001,49.680001000000004,1051409.9840000002,51.500001,48.030001,42.700001,45.875001
2000-11-15,HDFC.NS,D,50.800001,50.800001,49.110001000000004,50.040001000000004,956769.9857,51.800001,48.430001000000004,42.700001,45.875001
2000-11-16,HDFC.NS,D,49.900001,50.350001,49.255001,49.465001,387219.9942,51.800001,48.430001000000004,42.700001,45.875001
2000-11-17,HDFC.NS,D,49.100001,49.200001,48.660001,48.920001,514889.9923,51.800001,48.560001,42.700001,45.875001
2000-11-20,HDFC.NS,D,48.400001,48.700001,47.500001,47.735001000000004,641709.9904,51.800001,48.660001,42.700001,51.800001
2000-11-21,HDFC.NS,D,47.800001,48.200001,47.100001,47.725001,554429.9917,51.800001,47.500001,42.700001,51.800001
2000-11-22,HDFC.NS,D,47.635001,47.900001,47.200001,47.415001000000004,415429.9938,50.800001,47.100001,42.700001,51.800001
2000-11-23,HDFC.NS,D,47.105001,49.000001,47.010001,48.550001,576439.9914,50.350001,47.100001,42.700001,51.800001
2000-11-24,HDFC.NS,D,49.150001,51.840001,48.350001,50.940001,2022809.97,49.200001,47.010001,47.010001,51.800001
2000-11-27,HDFC.NS,D,51.100001,54.290001000000004,50.355001,52.510001,1099309.9840000002,51.840001,47.010001,47.010001,51.800001
2000-11-28,HDFC.NS,D,52.885001,53.200001,51.910001,52.800001,596809.9911,54.290001000000004,47.010001,47.010001,51.800001
2000-11-29,HDFC.NS,D,52.200001,52.690001,51.700001,52.465001,581589.9913,54.290001000000004,47.010001,47.010001,51.800001
2000-11-30,HDFC.NS,D,52.900001,53.580001,52.200001,52.920001,593079.9912,54.290001000000004,47.010001,47.010001,51.800001
2000-12-01,HDFC.NS,D,52.555001000000004,52.800001,51.505001,51.950001,431579.9936,54.290001000000004,48.350001,47.010001,51.800001
2000-12-04,HDFC.NS,D,52.000001,52.500001,52.000001,52.340001,317559.9953,54.290001000000004,50.355001,47.010001,51.800001
2000-12-05,HDFC.NS,D,52.300001,52.800001,52.100001,52.255001,665999.9901,53.580001,51.505001,47.010001,51.800001
2000-12-06,HDFC.NS,D,53.000001,53.305001000000004,52.505001,53.075001,814099.9879,53.580001,51.505001,47.010001,51.800001
2000-12-07,HDFC.NS,D,52.800001,54.500001,52.500001,53.530001,1053079.9840000002,53.580001,51.505001,47.010001,51.800001
2000-12-08,HDFC.NS,D,53.700001,54.890001,53.350001,54.670001,957179.9857,54.500001,51.505001,47.010001,51.800001
2000-12-11,HDFC.NS,D,55.000001,55.790001000000004,54.000001,55.560001,1426829.979,54.890001,52.000001,47.010001,51.800001
2000-12-12,HDFC.NS,D,55.600001,56.490001,55.430001000000004,56.155001,819109.9878,55.790001000000004,52.100001,47.010001,51.800001
2000-12-13,HDFC.NS,D,56.500001,56.500001,55.200001,55.535001,512109.9924,56.490001,52.500001,47.010001,51.800001
2000-12-14,HDFC.NS,D,55.500001,55.985001000000004,55.150001,55.330001,426519.9936,56.500001,52.500001,47.010001,51.800001
2000-12-15,HDFC.NS,D,55.700001,56.500001,54.010001,56.045001,1240069.982,56.500001,53.350001,47.010001,51.800001
2000-12-18,HDFC.NS,D,55.500001,55.900001,54.900001,55.530001,1148609.983,56.500001,54.000001,47.010001,51.800001
2000-12-19,HDFC.NS,D,55.600001,56.000001,55.100001,55.650001,791099.9882,56.500001,54.010001,47.010001,51.800001
2000-12-20,HDFC.NS,D,55.550001,55.695001,54.910001,55.475001,936639.9859999999,56.500001,54.010001,47.010001,51.800001
2000-12-21,HDFC.NS,D,55.050001,55.300001,53.905001,54.505001,1080569.9840000002,56.500001,54.010001,47.010001,56.500001
2000-12-22,HDFC.NS,D,55.000001,55.300001,54.515001,54.930001000000004,459869.9931,56.500001,53.905001,47.010001,56.500001
2000-12-26,HDFC.NS,D,55.500001,56.000001,54.000001,54.275001,683879.9898,56.000001,53.905001,47.010001,56.500001
2000-12-27,HDFC.NS,D,53.510001,54.000001,53.010001,53.660001,298219.9956,56.000001,53.905001,47.010001,56.500001
2000-12-28,HDFC.NS,D,53.325001,54.300001,53.000001,53.870001,363219.9946,56.000001,53.010001,47.010001,56.500001
2000-12-29,HDFC.NS,D,54.400001,54.400001,53.710001,54.180001000000004,279359.9958,56.000001,53.000001,47.010001,56.500001
2001-01-01,HDFC.NS,D,53.810001,54.390001,53.615001,53.825001,110019.9984,56.000001,53.000001,47.010001,56.500001
2001-01-02,HDFC.NS,D,53.610001000000004,54.490001,53.510001,54.215001,481419.9928,56.000001,53.000001,47.010001,56.500001
2001-01-03,HDFC.NS,D,54.100001,55.485001000000004,54.000001,55.215001,836289.9875,54.490001,53.000001,53.000001,56.500001
2001-01-04,HDFC.NS,D,56.000001,56.800001,54.700001,55.060001,709969.9894,55.485001000000004,53.000001,53.000001,56.500001
2001-01-05,HDFC.NS,D,55.500001,58.900001,55.500001,58.330001,3348549.95,56.800001,53.510001,53.000001,56.500001
2001-01-08,HDFC.NS,D,58.380001,59.900001,58.000001,58.935001,1344309.98,58.900001,53.510001,53.000001,56.500001
2001-01-09,HDFC.NS,D,58.900001,59.900001,58.510001,59.560001,1280019.981,59.900001,53.510001,53.000001,56.500001
2001-01-10,HDFC.NS,D,58.900001,59.500001,56.005001,57.245001,1747249.9740000002,59.900001,54.000001,53.000001,56.500001
2001-01-11,HDFC.NS,D,56.510001,56.510001,54.800001,55.115001,877649.9869,59.900001,54.700001,53.000001,56.500001
2001-01-12,HDFC.NS,D,55.500001,56.200001,54.505001,54.785001,818249.9878,59.900001,54.800001,53.000001,59.900001
2001-01-15,HDFC.NS,D,55.000001,55.260001,53.450001,53.635001,295389.9956,59.900001,54.505001,53.000001,59.900001
2001-01-16,HDFC.NS,D,53.200001,54.500001,52.500001,52.935001,429009.9936,59.900001,53.450001,53.000001,59.900001
2001-01-17,HDFC.NS,D,54.200001,54.280001,53.000001,53.155001,580829.9913,59.500001,52.500001,53.000001,59.900001
2001-01-18,HDFC.NS,D,52.600001,54.100001,52.600001,52.990001,473709.9929,56.510001,52.500001,53.000001,59.900001
2001-01-19,HDFC.NS,D,53.000001,53.800001,51.000001,51.500001,1382739.979,56.200001,52.500001,53.000001,59.900001
2001-01-22,HDFC.NS,D,52.100001,52.375001,50.000001,50.550001,1101439.9840000002,55.260001,51.000001,53.000001,59.900001
2001-01-23,HDFC.NS,D,50.000001,51.520001,49.310001,49.550001,776359.9884,54.500001,50.000001,53.000001,59.900001
2001-01-24,HDFC.NS,D,50.500001,52.390001,50.100001,51.385001,1409699.979,54.280001,49.310001,53.000001,59.900001
2001-01-25,HDFC.NS,D,51.980001,55.400001,51.890001,54.525001,2031179.97,54.100001,49.310001,49.310001,59.900001
2001-01-29,HDFC.NS,D,53.250001,58.890001,50.615001,58.220001,3795269.943,55.400001,49.310001,49.310001,59.900001
2001-01-30,HDFC.NS,D,58.500001,59.200001,55.110001000000004,55.890001,1983869.97,58.890001,49.310001,49.310001,59.900001
2001-01-31,HDFC.NS,D,55.500001,57.700001,55.300001,55.485001000000004,1190809.982,59.200001,49.310001,49.310001,59.900001
2001-02-01,HDFC.NS,D,54.700001,56.300001,54.500001,55.515001,737149.9890000001,59.200001,50.100001,49.310001,59.900001
2001-02-02,HDFC.NS,D,55.300001,58.000001,55.300001,57.385001,1898669.9719999998,59.200001,50.615001,49.310001,59.900001
2001-02-05,HDFC.NS,D,57.500001,58.290001000000004,55.380001,55.865001,1214429.982,59.200001,50.615001,49.310001,59.900001
2001-02-06,HDFC.NS,D,55.565001,57.000001,55.125001,55.455001,939339.9859999999,59.200001,54.500001,49.310001,59.900001
2001-02-07,HDFC.NS,D,56.300001,56.800001,55.600001,55.845001,643309.9904,58.290001000000004,54.500001,49.310001,59.900001
2001-02-08,HDFC.NS,D,56.275001,58.300001,56.275001,57.325001,1827439.9730000002,58.290001000000004,54.500001,49.310001,59.900001
2001-02-09,HDFC.NS,D,57.800001,60.500001,57.790001000000004,59.305001000000004,3965739.941,58.300001,55.125001,49.310001,59.900001
2001-02-12,HDFC.NS,D,59.700001,60.000001,57.500001,57.875001,1316819.98,60.500001,55.125001,49.310001,59.900001
2001-02-13,HDFC.NS,D,58.000001,58.200001,57.150001,57.475001,854379.9873,60.500001,55.125001,49.310001,59.900001
2001-02-14,HDFC.NS,D,57.200001,57.900001,57.025001,57.110001000000004,342529.9949,60.500001,55.600001,49.310001,59.900001
2001-02-15,HDFC.NS,D,57.400001,58.780001,57.105001,57.435001,855859.9872,60.500001,56.275001,49.310001,59.900001
2001-02-16,HDFC.NS,D,58.400001,58.400001,56.500001,56.740001,777729.9884,60.500001,57.025001,49.310001,60.500001
2001-02-19,HDFC.NS,D,57.475001,57.900001,56.620001,57.770001,581259.9913,60.000001,56.500001,49.310001,60.500001
2001-02-20,HDFC.NS,D,57.800001,57.800001,56.650001,56.860001000000004,618539.9908,58.780001,56.500001,49.310001,60.500001
2001-02-21,HDFC.NS,D,57.050001,57.400001,56.330001,56.790001000000004,392909.9941,58.780001,56.500001,49.310001,60.500001
2001-02-22,HDFC.NS,D,57.000001,57.200001,54.000001,56.280001,749809.9888,58.780001,56.330001,49.310001,60.500001
2001-02-23,HDFC.NS,D,56.100001,57.175001,55.110001000000004,55.560001,634439.9905,58.400001,54.000001,49.310001,60.500001
2001-02-26,HDFC.NS,D,56.400001,57.580001,55.720001,56.970001,776209.9884,57.900001,54.000001,49.310001,60.500001
2001-02-27,HDFC.NS,D,57.400001,59.700001,57.400001,59.130001,1927789.971,57.800001,54.000001,54.000001,60.500001
2001-02-28,HDFC.NS,D,59.700001,62.100001,58.675001,59.350001,7308189.891,59.700001,54.000001,54.000001,60.500001
2001-03-01,HDFC.NS,D,60.475001,60.900001,58.605001,59.850001,3468219.9480000003,62.100001,54.000001,54.000001,60.500001
2001-03-02,HDFC.NS,D,60.500001,60.800001,55.300001,55.610001000000004,2408839.964,62.100001,55.110001000000004,54.000001,60.500001
2001-03-05,HDFC.NS,D,55.510001,57.400001,51.640001,52.615001,2452809.963,62.100001,55.300001,54.000001,62.100001
2001-03-07,HDFC.NS,D,54.900001,55.000001,53.000001,54.405001,1049119.9840000002,62.100001,51.640001,54.000001,62.100001
2001-03-08,HDFC.NS,D,54.800001,54.800001,53.700001,54.080001,618619.9908,62.100001,51.640001,54.000001,62.100001
2001-03-09,HDFC.NS,D,53.110001000000004,55.000001,51.130001,54.035001,833989.9876,60.900001,51.640001,54.000001,62.100001
2001-03-12,HDFC.NS,D,54.025001,55.900001,54.000001,54.505001,931679.9861,60.800001,51.130001,54.000001,62.100001
2001-03-13,HDFC.NS,D,53.505001,55.300001,53.000001,54.600001,1463509.9780000001,57.400001,51.130001,54.000001,62.100001
2001-03-14,HDFC.NS,D,51.100001,60.320001,51.100001,59.400001,814589.9879,55.900001,51.130001,51.130001,62.100001
2001-03-15,HDFC.NS,D,59.000001,60.000001,56.225001,57.270001,373229.9944,60.320001,51.100001,51.130001,62.100001
2001-03-16,HDFC.NS,D,56.600001,58.800001,56.000001,57.185001,447949.9933,60.320001,51.100001,51.130001,62.100001
2001-03-19,HDFC.NS,D,57.200001,57.400001,56.400001,56.945001,151459.9977,60.320001,51.100001,51.130001,62.100001
2001-03-20,HDFC.NS,D,56.950001,56.950001,55.400001,55.680001000000004,247289.9963,60.320001,51.100001,51.130001,62.100001
2001-03-21,HDFC.NS,D,55.650001,57.990001,54.850001,56.880001,321559.9952,60.320001,51.100001,51.130001,62.100001
2001-03-22,HDFC.NS,D,57.200001,58.900001,57.200001,58.640001,592289.9912,60.000001,54.850001,51.130001,62.100001
2001-03-23,HDFC.NS,D,58.600001,59.000001,58.400001,58.620001,683869.9898,58.900001,54.850001,51.130001,62.100001
2001-03-26,HDFC.NS,D,58.400001,58.600001,57.500001,57.885001,139559.9979,59.000001,54.850001,51.130001,62.100001
2001-03-27,HDFC.NS,D,58.000001,58.900001,57.800001,58.670001,219799.9967,59.000001,54.850001,51.130001,62.100001
2001-03-28,HDFC.NS,D,58.800001,59.190001,57.255001,57.425001,107229.9984,59.000001,54.850001,51.130001,62.100001
2001-03-29,HDFC.NS,D,57.000001,57.490001,56.325001,56.720001,156149.9977,59.190001,57.200001,51.130001,59.190001
2001-03-30,HDFC.NS,D,56.900001,56.900001,54.105001,54.640001,355109.9947,59.190001,56.325001,51.130001,59.190001
2001-04-02,HDFC.NS,D,54.100001,57.400001,52.000001,56.840001,902809.9865,59.190001,54.105001,51.130001,59.190001
2001-04-03,HDFC.NS,D,56.300001,58.690001,56.300001,57.835001,596919.9911,59.190001,52.000001,51.130001,59.190001
2001-04-04,HDFC.NS,D,57.000001,57.400001,55.520001,56.045001,136319.99800000002,59.190001,52.000001,51.130001,59.190001
2001-04-06,HDFC.NS,D,57.000001,58.000001,55.800001,56.045001,147879.9978,58.690001,52.000001,51.130001,59.190001
2001-04-09,HDFC.NS,D,56.000001,56.350001,55.005001,55.260001,89449.99867,58.690001,52.000001,51.130001,59.190001
2001-04-10,HDFC.NS,D,55.400001,56.050001,54.750001,55.020001,176169.9974,58.690001,52.000001,51.130001,59.190001
2001-04-11,HDFC.NS,D,55.800001,55.800001,54.120001,55.135001,203869.997,58.690001,54.750001,51.130001,59.190001
2001-04-12,HDFC.NS,D,54.300001,57.500001,53.910001,55.525001,869839.9870000001,58.000001,54.120001,51.130001,59.190001
2001-04-16,HDFC.NS,D,55.800001,58.780001,55.400001,58.500001,691129.9897,58.000001,53.910001,53.910001,59.190001
2001-04-17,HDFC.NS,D,58.600001,60.000001,58.600001,59.495001,701399.9895,58.780001,53.910001,53.910001,59.190001
2001-04-18,HDFC.NS,D,57.600001,59.500001,57.170001,57.695001,297179.9956,60.000001,53.910001,53.910001,59.190001
2001-04-19,HDFC.NS,D,58.500001,59.000001,56.425001,57.120001,269709.99600000004,60.000001,53.910001,53.910001,59.190001
2001-04-20,HDFC.NS,D,57.005001,57.990001,53.510001,56.955001,139289.9979,60.000001,53.910001,53.910001,60.000001
2001-04-23,HDFC.NS,D,57.200001,58.600001,57.200001,58.350001,352229.9948,60.000001,53.510001,53.910001,60.000001
2001-04-24,HDFC.NS,D,58.300001,59.300001,58.250001,58.940001,334649.995,60.000001,53.510001,53.910001,60.000001
2001-04-25,HDFC.NS,D,58.800001,60.000001,58.400001,59.680001000000004,591169.9912,59.500001,53.510001,53.510001,60.000001
2001-04-26,HDFC.NS,D,59.900001,59.925001,58.500001,58.720001,138649.9979,60.000001,53.510001,53.510001,60.000001
2001-04-27,HDFC.NS,D,58.300001,58.700001,57.000001,58.120001,213589.9968,60.000001,53.510001,53.510001,60.000001
2001-04-30,HDFC.NS,D,58.500001,58.910001,57.200001,57.400001,195139.9971,60.000001,57.000001,53.510001,60.000001
2001-05-02,HDFC.NS,D,57.500001,59.200001,55.550001,58.955001,343359.9949,60.000001,57.000001,53.510001,60.000001
2001-05-03,HDFC.NS,D,59.000001,59.500001,58.510001,59.295001,642409.9904,60.000001,55.550001,53.510001,60.000001
2001-05-04,HDFC.NS,D,59.110001000000004,61.000001,59.000001,60.445001,1335129.98,59.925001,55.550001,55.550001,60.000001
2001-05-07,HDFC.NS,D,60.500001,62.100001,60.500001,61.175001,763709.9886,61.000001,55.550001,55.550001,60.000001
2001-05-08,HDFC.NS,D,61.000001,62.200001,60.200001,60.885001,1427269.979,62.100001,55.550001,55.550001,60.000001
2001-05-09,HDFC.NS,D,61.335001,61.900001,59.000001,59.105001,480179.9928,62.200001,55.550001,55.550001,60.000001
2001-05-10,HDFC.NS,D,58.900001,60.000001,58.900001,59.105001,138159.9979,62.200001,58.510001,55.550001,60.000001
2001-05-11,HDFC.NS,D,58.985001000000004,59.600001,58.500001,58.885001,175809.9974,62.200001,58.900001,55.550001,62.200001
2001-05-14,HDFC.NS,D,58.600001,59.500001,58.490001,59.010001,216239.9968,62.200001,58.500001,55.550001,62.200001
2001-05-15,HDFC.NS,D,58.310001,60.060001,56.300001,59.455001,328349.9951,62.200001,58.490001,55.550001,62.200001
2001-05-16,HDFC.NS,D,59.900001,61.400001,59.710001,60.915001000000004,616419.9908,61.900001,56.300001,55.550001,62.200001
2001-05-17,HDFC.NS,D,61.700001,68.000001,61.700001,67.14500100000001,8420469.875,61.400001,56.300001,56.300001,62.200001
2001-05-18,HDFC.NS,D,67.50500100000001,70.200001,65.300001,66.010001,3946969.941,68.000001,56.300001,56.300001,62.200001
2001-05-21,HDFC.NS,D,65.560001,66.900001,64.600001,65.125001,742859.9889,70.200001,56.300001,56.300001,62.200001
2001-05-22,HDFC.NS,D,66.100001,66.195001,63.700001,64.110001,1909639.9719999998,70.200001,56.300001,56.300001,62.200001
2001-05-23,HDFC.NS,D,64.400001,65.100001,64.300001,64.995001,1463899.9780000001,70.200001,59.710001,56.300001,62.200001
2001-05-24,HDFC.NS,D,65.290001,66.400001,65.250001,66.010001,2887419.957,70.200001,61.700001,56.300001,62.200001
2001-05-25,HDFC.NS,D,66.400001,66.500001,65.510001,66.015001,1526999.977,70.200001,63.700001,56.300001,62.200001
2001-05-28,HDFC.NS,D,66.00500100000001,66.800001,65.600001,66.465001,2108689.969,66.900001,63.700001,56.300001,62.200001
2001-05-29,HDFC.NS,D,66.500001,68.400001,66.500001,67.400001,2338349.965,66.800001,63.700001,56.300001,62.200001
2001-05-30,HDFC.NS,D,66.260001,67.500001,66.260001,67.215001,308509.9954,68.400001,64.300001,56.300001,62.200001
2001-05-31,HDFC.NS,D,67.000001,67.700001,66.000001,66.310001,275559.9959,68.400001,65.250001,56.300001,62.200001
2001-06-01,HDFC.NS,D,67.480001,67.480001,66.000001,66.550001,333189.995,68.400001,65.510001,56.300001,62.200001
2001-06-04,HDFC.NS,D,67.000001,67.000001,65.850001,66.635001,610369.9909,68.400001,65.600001,56.300001,62.200001
2001-06-05,HDFC.NS,D,66.010001,66.970001,66.00500100000001,66.765001,222659.9967,68.400001,65.850001,56.300001,62.200001
2001-06-06,HDFC.NS,D,66.50500100000001,66.900001,65.000001,65.210001,308479.9954,67.700001,65.850001,56.300001,67.700001
2001-06-07,HDFC.NS,D,65.475001,65.475001,64.540001,65.035001,863239.9871,67.700001,65.000001,56.300001,67.700001
2001-06-08,HDFC.NS,D,65.200001,66.590001,65.000001,66.205001,1654549.975,67.480001,64.540001,56.300001,67.700001
2001-06-11,HDFC.NS,D,66.500001,67.300001,65.710001,67.000001,2593409.961,67.000001,64.540001,64.540001,67.700001
2001-06-12,HDFC.NS,D,67.350001,67.500001,65.900001,66.825001,505719.9925,67.300001,64.540001,64.540001,67.700001
2001-06-13,HDFC.NS,D,66.000001,66.000001,65.200001,65.295001,92519.99862,67.500001,64.540001,64.540001,67.700001
2001-06-14,HDFC.NS,D,65.800001,65.800001,64.800001,64.945001,430659.9936,67.500001,64.540001,64.540001,67.700001
2001-06-15,HDFC.NS,D,64.525001,65.600001,64.500001,65.38000100000001,331119.9951,67.500001,64.800001,64.540001,67.500001
2001-06-18,HDFC.NS,D,65.500001,65.900001,64.63000100000001,65.785001,334899.995,67.500001,64.500001,64.540001,67.500001
2001-06-19,HDFC.NS,D,65.950001,69.245001,65.950001,66.920001,1279879.981,67.500001,64.500001,64.500001,67.500001
2001-06-20,HDFC.NS,D,66.610001,67.600001,64.200001,67.440001,357119.9947,69.245001,64.500001,64.500001,69.245001
2001-06-21,HDFC.NS,D,67.490001,67.500001,66.500001,66.605001,302529.9955,69.245001,64.200001,64.500001,69.245001
2001-06-22,HDFC.NS,D,66.400001,66.995001,66.265001,66.615001,291989.9956,69.245001,64.200001,64.500001,69.245001
2001-06-25,HDFC.NS,D,65.705001,67.900001,65.700001,67.480001,644449.9904,69.245001,64.200001,64.500001,69.245001
2001-06-26,HDFC.NS,D,67.490001,69.900001,66.650001,69.530001,698329.9896,69.245001,64.200001,64.200001,69.245001
2001-06-27,HDFC.NS,D,68.700001,70.200001,67.600001,68.890001,600909.991,69.900001,64.200001,64.200001,69.245001
2001-06-28,HDFC.NS,D,68.700001,69.000001,67.500001,67.695001,97059.99855,70.200001,65.700001,64.200001,69.245001
2001-06-29,HDFC.NS,D,67.77000100000001,69.500001,67.120001,69.030001,332949.995,70.200001,65.700001,64.200001,69.245001
2001-07-02,HDFC.NS,D,68.400001,68.400001,66.100001,66.235001,38149.99943,70.200001,65.700001,64.200001,69.245001
2001-07-03,HDFC.NS,D,66.500001,67.490001,65.510001,66.360001,529189.9921,70.200001,66.100001,64.200001,70.200001
2001-07-04,HDFC.NS,D,62.000001,67.500001,62.000001,66.980001,113489.9983,70.200001,65.510001,64.200001,70.200001
2001-07-05,HDFC.NS,D,66.660001,66.975001,66.100001,66.490001,91909.99863,69.500001,62.000001,64.200001,70.200001
2001-07-06,HDFC.NS,D,65.100001,66.800001,65.100001,66.000001,89489.99867,69.500001,62.000001,64.200001,70.200001
2001-07-09,HDFC.NS,D,66.495001,66.680001,65.000001,65.285001,70969.99893999999,68.400001,62.000001,64.200001,70.200001
2001-07-10,HDFC.NS,D,65.035001,66.300001,64.665001,65.055001,172039.9974,67.500001,62.000001,64.200001,70.200001
2001-07-11,HDFC.NS,D,65.000001,69.500001,65.000001,66.015001,67919.99899,67.500001,62.000001,62.000001,70.200001
2001-07-12,HDFC.NS,D,65.400001,66.400001,64.900001,65.115001,151699.9977,69.500001,64.665001,62.000001,70.200001
2001-07-13,HDFC.NS,D,65.300001,67.000001,65.300001,66.410001,886539.9868,69.500001,64.665001,62.000001,70.200001
2001-07-16,HDFC.NS,D,67.490001,67.490001,65.615001,66.085001,151119.9977,69.500001,64.665001,62.000001,70.200001
2001-07-17,HDFC.NS,D,66.000001,66.440001,65.700001,65.990001,288909.9957,69.500001,64.665001,62.000001,70.200001
2001-07-18,HDFC.NS,D,65.100001,66.500001,65.100001,65.985001,135329.99800000002,69.500001,64.900001,62.000001,70.200001
2001-07-19,HDFC.NS,D,65.890001,66.100001,64.830001,65.450001,611969.9909,67.490001,64.900001,62.000001,67.490001
